which_bank,census_tract,accept,received,loan_amount,income
All Other Banks,6065043256.0,2,7,2685000.0,105.0
All Other Banks,6065043257.0,1,15,6695000.0,140.0
All Other Banks,6065043262.0,3,9,3695000.0,106.0
All Other Banks,6065043264.0,1,13,5225000.0,142.0
All Other Banks,6065043265.0,1,13,4545000.0,117.5
All Other Banks,6065043266.0,1,2,400000.0,63.0
All Other Banks,6065043267.0,3,15,5575000.0,122.0
All Other Banks,6065043270.0,1,10,3440000.0,79.0
All Other Banks,6065043271.0,0,10,3550000.0,71.0
All Other Banks,6065043272.0,2,11,8815000.0,115.5
All Other Banks,6065043274.0,1,4,1480000.0,113.0
All Other Banks,6065043276.0,3,9,3865000.0,131.0
All Other Banks,6065043278.0,2,15,7195000.0,154.0
All Other Banks,6065043279.0,3,11,2915000.0,81.0
All Other Banks,6065043291.0,4,15,4435000.0,94.0
All Other Banks,6065043304.0,1,7,2805000.0,112.5
All Other Banks,6065043306.0,0,8,2170000.0,78.0
All Other Banks,6065043307.0,1,8,1730000.0,59.5
All Other Banks,6065043308.0,0,9,2075000.0,71.0
All Other Banks,6065043309.0,0,2,130000.0,57.0
All Other Banks,6065043310.0,1,3,655000.0,36.0
All Other Banks,6065043311.0,0,2,410000.0,153.5
All Other Banks,6065043312.0,0,4,750000.0,69.0
All Other Banks,6065043313.0,1,5,1405000.0,72.0
All Other Banks,6065043314.0,0,4,810000.0,80.0
All Other Banks,6065043315.0,1,5,1065000.0,138.0
All Other Banks,6065043316.0,0,4,800000.0,40.5
All Other Banks,6065043317.0,1,10,2930000.0,85.0
All Other Banks,6065043401.0,2,4,1120000.0,69.0
All Other Banks,6065043403.0,1,2,560000.0,79.0
All Other Banks,6065043404.0,0,2,440000.0,113.0
All Other Banks,6065043503.0,1,6,900000.0,47.0
All Other Banks,6065043504.0,1,8,2430000.0,87.0
All Other Banks,6065043505.0,1,5,835000.0,74.0
All Other Banks,6065043506.0,1,12,3400000.0,86.5
All Other Banks,6065043507.0,1,4,880000.0,58.0
All Other Banks,6065043508.0,2,13,3915000.0,96.5
All Other Banks,6065043509.0,0,3,715000.0,66.0
All Other Banks,6065043512.0,3,10,2660000.0,97.0
All Other Banks,6065043513.0,0,2,450000.0,102.5
All Other Banks,6065043517.0,2,16,5400000.0,72.0
All Other Banks,6065043601.0,1,4,1000000.0,70.0
All Other Banks,6065043602.0,1,5,1325000.0,64.0
All Other Banks,6065043701.0,0,2,600000.0,141.5
All Other Banks,6065043702.0,2,13,3775000.0,88.0
All Other Banks,6065043703.0,0,5,1505000.0,71.5
All Other Banks,6065043802.0,1,4,1510000.0,102.5
All Other Banks,6065043807.0,0,7,1935000.0,96.0
All Other Banks,6065043809.0,5,18,6690000.0,110.0
All Other Banks,6065043810.0,0,6,1440000.0,72.0
All Other Banks,6065043811.0,1,4,1500000.0,142.0
All Other Banks,6065043812.0,3,15,3595000.0,140.0
All Other Banks,6065043813.0,2,5,1785000.0,120.5
All Other Banks,6065043814.0,1,2,300000.0,76.5
All Other Banks,6065043818.0,2,2,590000.0,86.0
All Other Banks,6065043820.0,2,13,3715000.0,79.0
All Other Banks,6065043821.0,1,6,1800000.0,156.0
All Other Banks,6065043822.0,3,9,3145000.0,96.0
All Other Banks,6065043823.0,5,31,10225000.0,118.0
All Other Banks,6065043900.0,3,8,2430000.0,58.0
All Other Banks,6065044000.0,0,1,225000.0,32.0
All Other Banks,6065044101.0,1,2,270000.0,48.5
All Other Banks,6065044102.0,0,4,950000.0,65.0
All Other Banks,6065044103.0,0,12,4390000.0,109.0
All Other Banks,6065044104.0,0,2,680000.0,119.5
All Other Banks,6065044200.0,1,7,1605000.0,78.5
All Other Banks,6065044300.0,0,5,1125000.0,55.0
All Other Banks,6065044402.0,1,10,3220000.0,120.0
All Other Banks,6065044403.0,0,1,245000.0,59.0
All Other Banks,6065044404.0,1,7,2235000.0,139.0
All Other Banks,6065044405.0,0,9,3735000.0,268.0
All Other Banks,6065044505.0,1,4,590000.0,63.0
All Other Banks,6065044507.0,0,3,715000.0,67.0
All Other Banks,6065044509.0,0,4,840000.0,94.5
All Other Banks,6065044510.0,1,6,910000.0,51.0
All Other Banks,6065044515.0,0,1,355000.0,202.0
All Other Banks,6065044516.0,1,6,1350000.0,58.5
All Other Banks,6065044517.0,1,12,2560000.0,109.5
All Other Banks,6065044518.0,0,7,1695000.0,68.0
All Other Banks,6065044520.0,0,3,985000.0,85.0
All Other Banks,6065044521.0,1,2,320000.0,69.0
All Other Banks,6065044522.0,2,7,2285000.0,98.0
All Other Banks,6065044602.0,0,4,1540000.0,381.0
All Other Banks,6065044604.0,0,3,2105000.0,325.0
All Other Banks,6065044605.0,1,8,4180000.0,179.5
All Other Banks,6065044606.0,0,11,11775000.0,609.0
All Other Banks,6065044701.0,1,3,1125000.0,127.0
All Other Banks,6065044702.0,0,1,95000.0,75.0
All Other Banks,6065044804.0,1,6,1920000.0,86.5
All Other Banks,6065044805.0,0,3,825000.0,278.0
All Other Banks,6065044807.0,0,2,1200000.0,474.5
All Other Banks,6065044904.0,1,9,2805000.0,88.0
All Other Banks,6065044907.0,0,1,425000.0,91.0
All Other Banks,6065044911.0,1,8,2590000.0,71.5
All Other Banks,6065044915.0,1,3,1125000.0,305.5
All Other Banks,6065044916.0,1,5,1155000.0,126.5
All Other Banks,6065044917.0,2,9,4305000.0,201.0
All Other Banks,6065044918.0,0,2,570000.0,103.5
All Other Banks,6065044919.0,1,7,1615000.0,132.5
All Other Banks,6065044921.0,0,5,1625000.0,330.0
All Other Banks,6065044922.0,2,15,5705000.0,196.0
All Other Banks,6065044923.0,0,5,1475000.0,115.0
All Other Banks,6065044924.0,2,7,2705000.0,115.0
All Other Banks,6065044925.0,0,4,1400000.0,106.0
All Other Banks,6065044926.0,0,8,2220000.0,87.5
All Other Banks,6065044927.0,2,9,4135000.0,140.0
All Other Banks,6065044928.0,1,6,3920000.0,122.0
All Other Banks,6065044929.0,1,11,3335000.0,93.0
All Other Banks,6065044930.0,1,3,875000.0,423.5
All Other Banks,6065044931.0,1,2,880000.0,203.0
All Other Banks,6065044932.0,0,3,1015000.0,83.0
All Other Banks,6065045000.0,1,3,1255000.0,74.0
All Other Banks,6065045103.0,0,3,1935000.0,353.0
All Other Banks,6065045108.0,1,7,2465000.0,136.0
All Other Banks,6065045109.0,1,3,765000.0,101.0
All Other Banks,6065045110.0,1,10,2730000.0,76.0
All Other Banks,6065045114.0,1,5,3775000.0,188.0
All Other Banks,6065045115.0,3,4,1360000.0,202.0
All Other Banks,6065045116.0,0,2,500000.0,56.5
All Other Banks,6065045117.0,0,2,600000.0,155.0
All Other Banks,6065045118.0,1,4,1170000.0,158.0
All Other Banks,6065045119.0,0,2,630000.0,192.0
All Other Banks,6065045120.0,1,10,4270000.0,192.0
All Other Banks,6065045121.0,1,18,8870000.0,202.0
All Other Banks,6065045122.0,0,1,475000.0,142.0
All Other Banks,6065045123.0,1,12,4630000.0,207.5
All Other Banks,6065045124.0,1,1,1095000.0,2122.0
All Other Banks,6065045125.0,1,6,2410000.0,146.5
All Other Banks,6065045207.0,1,4,1070000.0,110.5
All Other Banks,6065045209.0,0,6,1050000.0,63.0
All Other Banks,6065045212.0,0,2,570000.0,98.5
All Other Banks,6065045213.0,1,2,530000.0,101.0
All Other Banks,6065045214.0,2,17,5345000.0,101.0
All Other Banks,6065045215.0,2,14,4910000.0,125.0
All Other Banks,6065045216.0,1,6,2060000.0,113.0
All Other Banks,6065045217.0,0,7,2005000.0,72.0
All Other Banks,6065045222.0,1,4,1600000.0,138.0
All Other Banks,6065045224.0,2,7,3145000.0,104.0
All Other Banks,6065045226.0,1,6,1640000.0,83.0
All Other Banks,6065045228.0,2,11,4845000.0,136.0
All Other Banks,6065045233.0,4,9,2655000.0,146.0
All Other Banks,6065045302.0,0,1,185000.0,
All Other Banks,6065045304.0,0,18,5360000.0,93.5
All Other Banks,6065045501.0,1,5,1305000.0,97.5
All Other Banks,6065045502.0,0,1,115000.0,162.0
All Other Banks,6065045604.0,1,1,125000.0,
All Other Banks,6065045605.0,0,2,720000.0,194.5
All Other Banks,6065045606.0,0,12,4830000.0,112.0
All Other Banks,6065045608.0,1,19,10135000.0,263.5
All Other Banks,6065045703.0,0,4,920000.0,35.5
All Other Banks,6065045704.0,0,1,75000.0,19.0
All Other Banks,6065045705.0,0,2,550000.0,85.5
All Other Banks,6065045706.0,0,1,85000.0,15.0
All Other Banks,6065045707.0,0,9,1905000.0,80.5
All Other Banks,6065046101.0,1,3,635000.0,67.0
All Other Banks,6065046200.0,1,2,250000.0,191.0
All Other Banks,6065046401.0,3,11,4205000.0,66.0
All Other Banks,6065046402.0,2,10,1960000.0,56.5
All Other Banks,6065046403.0,2,11,3095000.0,67.0
All Other Banks,6065046404.0,1,7,2145000.0,72.5
All Other Banks,6065046405.0,0,4,1320000.0,74.0
All Other Banks,6065046602.0,1,5,2685000.0,140.0
All Other Banks,6065046700.0,0,2,610000.0,189.0
All Other Banks,6065046800.0,2,7,2155000.0,78.0
All Other Banks,6065046900.0,0,1,115000.0,137.0
All Other Banks,6065047000.0,0,4,1020000.0,95.0
All Other Banks,6065047202.0,2,4,1000000.0,120.0
All Other Banks,6065047900.0,1,18,8500000.0,120.0
All Other Banks,6065048100.0,4,18,8790000.0,115.0
All Other Banks,6065048200.0,1,5,1805000.0,127.5
All Other Banks,6065048300.0,1,6,1910000.0,79.5
All Other Banks,6065048700.0,0,4,1340000.0,50.0
All Other Banks,6065048800.0,0,1,295000.0,105.0
All Other Banks,6065048901.0,1,2,400000.0,111.0
All Other Banks,6065048902.0,1,7,1735000.0,79.0
All Other Banks,6065049000.0,2,15,4845000.0,108.0
All Other Banks,6065049100.0,3,14,5520000.0,94.5
All Other Banks,6065049400.0,0,4,1140000.0,79.0
All Other Banks,6065049500.0,0,3,795000.0,81.0
All Other Banks,6065049600.0,0,10,3890000.0,128.0
All Other Banks,6065049700.0,1,13,8195000.0,133.0
All Other Banks,6065049800.0,0,3,595000.0,60.0
All Other Banks,6065050300.0,3,12,4560000.0,97.0
All Other Banks,6065050400.0,4,21,7075000.0,108.5
All Other Banks,6065050500.0,2,18,5680000.0,86.0
All Other Banks,6065050600.0,2,13,4545000.0,116.5
All Other Banks,6065050700.0,2,14,5140000.0,111.0
All Other Banks,6065050900.0,0,3,805000.0,75.0
All Other Banks,6065051100.0,1,13,3955000.0,57.0
All Other Banks,6065051200.0,2,5,3455000.0,151.5
All Other Banks,6065051300.0,0,15,4375000.0,72.5
All Other Banks,6065051400.0,1,11,3785000.0,154.0
All Other Banks,6065940400.0,2,4,660000.0,342.0
All Other Banks,6065940500.0,0,6,5440000.0,302.5
All Other Banks,6065940600.0,0,13,5655000.0,124.5
All Other Banks,6065940700.0,1,7,1775000.0,82.5
All Other Banks,6065940800.0,0,4,1070000.0,123.0
All Other Banks,6065940900.0,0,2,620000.0,95.5
All Other Banks,6065941000.0,2,16,4420000.0,111.0
All Other Banks,6065941100.0,1,3,465000.0,374.0
All Other Banks,6065941200.0,0,7,1695000.0,107.0
All Other Banks,6065941300.0,1,8,3850000.0,168.0
All Other Banks,6065941400.0,1,1,445000.0,320.0
All Other Banks,6065941500.0,0,2,490000.0,65.0
All Other Banks,6067000100.0,1,6,2500000.0,210.0
All Other Banks,6067000200.0,1,9,4125000.0,130.0
All Other Banks,6067000300.0,0,4,1600000.0,138.5
All Other Banks,6067000400.0,1,6,3100000.0,229.0
All Other Banks,6067000500.0,0,3,1955000.0,237.0
All Other Banks,6067000600.0,0,1,595000.0,137.0
All Other Banks,6067000800.0,2,3,1085000.0,93.5
All Other Banks,6067001300.0,0,1,545000.0,135.0
All Other Banks,6067001500.0,0,4,1960000.0,145.0
All Other Banks,6067001600.0,1,7,2585000.0,143.5
All Other Banks,6067001700.0,2,8,2650000.0,165.0
All Other Banks,6067001800.0,1,6,2360000.0,89.0
All Other Banks,6067001900.0,1,4,2270000.0,188.0
All Other Banks,6067002000.0,0,1,205000.0,191.0
All Other Banks,6067002100.0,0,4,1690000.0,157.0
All Other Banks,6067002200.0,0,8,2620000.0,92.5
All Other Banks,6067002300.0,1,6,2590000.0,193.5
All Other Banks,6067002400.0,0,9,5045000.0,177.0
All Other Banks,6067002500.0,1,6,2350000.0,124.5
All Other Banks,6067002700.0,0,4,1250000.0,140.0
All Other Banks,6067002800.0,0,3,945000.0,125.0
All Other Banks,6067002900.0,1,10,2370000.0,99.0
All Other Banks,6067003000.0,3,11,3685000.0,86.0
All Other Banks,6067003101.0,1,6,1390000.0,70.0
All Other Banks,6067003102.0,2,4,960000.0,96.0
All Other Banks,6067003202.0,0,2,540000.0,67.0
All Other Banks,6067003203.0,0,1,45000.0,225.0
All Other Banks,6067003204.0,1,7,1725000.0,37.0
All Other Banks,6067003300.0,0,4,1660000.0,132.0
All Other Banks,6067003400.0,0,5,1655000.0,104.0
All Other Banks,6067003501.0,0,4,1520000.0,223.0
All Other Banks,6067003502.0,0,9,2455000.0,106.0
All Other Banks,6067003600.0,1,2,530000.0,89.5
All Other Banks,6067003700.0,0,4,1140000.0,72.0
All Other Banks,6067003800.0,0,5,1455000.0,70.0
All Other Banks,6067003900.0,1,3,1045000.0,365.0
All Other Banks,6067004001.0,0,6,1550000.0,111.0
All Other Banks,6067004004.0,1,4,1630000.0,158.0
All Other Banks,6067004006.0,0,5,1465000.0,75.0
All Other Banks,6067004008.0,1,8,2140000.0,98.5
All Other Banks,6067004009.0,0,4,860000.0,110.5
All Other Banks,6067004010.0,0,6,2250000.0,78.5
All Other Banks,6067004011.0,0,2,580000.0,113.5
All Other Banks,6067004012.0,0,5,1545000.0,98.0
All Other Banks,6067004201.0,1,7,1715000.0,71.5
All Other Banks,6067004202.0,1,2,16270000.0,
All Other Banks,6067004203.0,1,8,1730000.0,67.5
All Other Banks,6067004300.0,0,8,1970000.0,75.5
All Other Banks,6067004401.0,2,5,995000.0,31.5
All Other Banks,6067004402.0,0,2,820000.0,130.0
All Other Banks,6067004501.0,0,1,25000.0,59.0
All Other Banks,6067004502.0,0,1,225000.0,105.0
All Other Banks,6067004601.0,0,4,610000.0,65.5
All Other Banks,6067004602.0,0,2,550000.0,95.0
All Other Banks,6067004702.0,0,3,965000.0,71.0
All Other Banks,6067004801.0,1,7,1295000.0,55.5
All Other Banks,6067004802.0,0,1,25000.0,54.0
All Other Banks,6067004903.0,0,4,960000.0,86.5
All Other Banks,6067004904.0,0,9,2445000.0,78.0
All Other Banks,6067004905.0,1,4,690000.0,68.0
All Other Banks,6067004906.0,1,5,885000.0,62.0
All Other Banks,6067005001.0,0,7,1715000.0,57.0
All Other Banks,6067005002.0,0,3,715000.0,48.0
All Other Banks,6067005101.0,1,7,2085000.0,67.0
All Other Banks,6067005102.0,1,4,1210000.0,72.0
All Other Banks,6067005202.0,1,6,1620000.0,76.0
All Other Banks,6067005204.0,2,9,3035000.0,97.5
All Other Banks,6067005205.0,0,2,750000.0,77.0
All Other Banks,6067005301.0,0,2,780000.0,196.5
All Other Banks,6067005402.0,0,1,6105000.0,
All Other Banks,6067005403.0,0,1,335000.0,159.0
All Other Banks,6067005404.0,2,7,3355000.0,158.5
All Other Banks,6067005502.0,0,9,2875000.0,65.0
All Other Banks,6067005505.0,0,2,650000.0,60.5
All Other Banks,6067005506.0,0,1,215000.0,
All Other Banks,6067005508.0,1,6,2000000.0,149.0
All Other Banks,6067005509.0,0,1,175000.0,68.0
All Other Banks,6067005510.0,0,3,545000.0,57.0
All Other Banks,6067005601.0,1,7,2075000.0,116.0
All Other Banks,6067005605.0,0,3,515000.0,86.0
All Other Banks,6067005606.0,0,3,575000.0,64.0
All Other Banks,6067005701.0,1,1,525000.0,356.0
All Other Banks,6067005702.0,1,5,1785000.0,206.0
All Other Banks,6067005801.0,2,5,1645000.0,110.0
All Other Banks,6067005803.0,1,2,1510000.0,200.0
All Other Banks,6067005804.0,0,1,245000.0,84.0
All Other Banks,6067005901.0,0,5,1785000.0,188.0
All Other Banks,6067005903.0,0,2,9320000.0,120.0
All Other Banks,6067005904.0,2,10,3750000.0,121.0
All Other Banks,6067006002.0,0,6,1630000.0,95.5
All Other Banks,6067006003.0,0,5,12895000.0,91.0
All Other Banks,6067006004.0,0,6,2000000.0,127.5
All Other Banks,6067006101.0,0,5,1745000.0,70.0
All Other Banks,6067006201.0,0,4,935000.0,67.0
All Other Banks,6067006202.0,0,2,690000.0,
All Other Banks,6067006300.0,0,3,865000.0,118.0
All Other Banks,6067006400.0,0,5,1065000.0,77.0
All Other Banks,6067006500.0,2,12,3020000.0,65.0
All Other Banks,6067006600.0,0,4,1060000.0,81.0
All Other Banks,6067006701.0,1,6,1740000.0,86.0
All Other Banks,6067006702.0,1,10,2670000.0,82.5
All Other Banks,6067006800.0,0,7,1315000.0,79.0
All Other Banks,6067006900.0,1,5,1335000.0,104.0
All Other Banks,6067007001.0,0,2,1000000.0,116.5
All Other Banks,6067007004.0,1,14,4530000.0,101.5
All Other Banks,6067007007.0,1,11,2645000.0,83.5
All Other Banks,6067007011.0,0,2,680000.0,103.0
All Other Banks,6067007012.0,0,5,1605000.0,98.0
All Other Banks,6067007013.0,1,2,520000.0,81.0
All Other Banks,6067007014.0,0,5,785000.0,135.0
All Other Banks,6067007015.0,0,16,5750000.0,118.0
All Other Banks,6067007016.0,0,5,1655000.0,89.0
All Other Banks,6067007017.0,0,5,1385000.0,68.0
All Other Banks,6067007018.0,3,17,5925000.0,127.0
All Other Banks,6067007019.0,4,17,6855000.0,145.0
All Other Banks,6067007020.0,1,15,39905000.0,137.0
All Other Banks,6067007101.0,0,1,465000.0,677.0
All Other Banks,6067007102.0,0,20,5890000.0,112.0
All Other Banks,6067007103.0,1,6,1740000.0,92.5
All Other Banks,6067007104.0,2,16,20350000.0,115.0
All Other Banks,6067007105.0,0,7,2265000.0,128.0
All Other Banks,6067007106.0,1,5,1645000.0,86.5
All Other Banks,6067007107.0,2,13,4535000.0,121.0
All Other Banks,6067007202.0,0,4,1330000.0,81.0
All Other Banks,6067007204.0,0,3,1205000.0,87.0
All Other Banks,6067007206.0,0,4,1050000.0,99.5
All Other Banks,6067007207.0,0,7,1895000.0,80.0
All Other Banks,6067007208.0,1,8,1850000.0,64.5
All Other Banks,6067007209.0,2,10,2640000.0,76.5
All Other Banks,6067007301.0,0,3,765000.0,55.0
All Other Banks,6067007402.0,1,10,2270000.0,53.0
All Other Banks,6067007403.0,0,7,1775000.0,47.5
All Other Banks,6067007406.0,0,8,2250000.0,68.0
All Other Banks,6067007413.0,2,10,2050000.0,69.0
All Other Banks,6067007414.0,1,6,1360000.0,79.0
All Other Banks,6067007415.0,1,8,2370000.0,79.0
All Other Banks,6067007416.0,2,6,1200000.0,77.0
All Other Banks,6067007417.0,0,6,2260000.0,102.0
All Other Banks,6067007421.0,1,5,2145000.0,160.0
All Other Banks,6067007422.0,0,2,620000.0,243.0
All Other Banks,6067007424.0,1,5,1615000.0,56.5
All Other Banks,6067007426.0,0,1,325000.0,83.0
All Other Banks,6067007427.0,1,9,2565000.0,67.0
All Other Banks,6067007428.0,0,1,275000.0,177.0
All Other Banks,6067007429.0,0,1,325000.0,198.0
All Other Banks,6067007430.0,0,10,3160000.0,72.5
All Other Banks,6067007431.0,0,3,765000.0,78.0
All Other Banks,6067007432.0,3,7,1995000.0,85.0
All Other Banks,6067007433.0,1,13,4005000.0,92.0
All Other Banks,6067007501.0,0,4,1280000.0,65.5
All Other Banks,6067007503.0,1,3,1005000.0,101.0
All Other Banks,6067007504.0,0,4,1950000.0,99.5
All Other Banks,6067007601.0,0,4,1540000.0,166.0
All Other Banks,6067007602.0,0,4,1150000.0,108.0
All Other Banks,6067007701.0,0,11,3185000.0,118.0
All Other Banks,6067007702.0,2,7,2865000.0,181.0
All Other Banks,6067007801.0,1,5,1485000.0,115.5
All Other Banks,6067007802.0,2,4,1310000.0,161.5
All Other Banks,6067007903.0,2,7,1525000.0,41.0
All Other Banks,6067007904.0,0,12,3660000.0,95.0
All Other Banks,6067007905.0,1,8,2390000.0,57.0
All Other Banks,6067007906.0,2,3,845000.0,120.5
All Other Banks,6067008005.0,2,11,5065000.0,128.0
All Other Banks,6067008006.0,4,11,4345000.0,139.0
All Other Banks,6067008007.0,2,5,1235000.0,157.0
All Other Banks,6067008008.0,0,13,4205000.0,100.5
All Other Banks,6067008009.0,2,7,5105000.0,306.0
All Other Banks,6067008010.0,0,7,2605000.0,130.0
All Other Banks,6067008111.0,1,8,2410000.0,75.0
All Other Banks,6067008113.0,1,3,785000.0,130.0
All Other Banks,6067008117.0,1,3,785000.0,244.0
All Other Banks,6067008119.0,2,9,2535000.0,77.0
All Other Banks,6067008120.0,0,3,875000.0,90.0
All Other Banks,6067008122.0,0,5,1955000.0,113.0
All Other Banks,6067008124.0,0,7,2565000.0,154.5
All Other Banks,6067008125.0,0,8,2580000.0,123.0
All Other Banks,6067008127.0,1,6,1740000.0,99.5
All Other Banks,6067008128.0,0,3,815000.0,102.0
All Other Banks,6067008129.0,3,5,1435000.0,86.0
All Other Banks,6067008130.0,0,3,1055000.0,96.0
All Other Banks,6067008131.0,1,6,1240000.0,87.5
All Other Banks,6067008132.0,0,7,1665000.0,91.0
All Other Banks,6067008133.0,1,2,760000.0,88.0
All Other Banks,6067008134.0,1,3,755000.0,73.0
All Other Banks,6067008135.0,0,3,705000.0,44.0
All Other Banks,6067008137.0,1,3,805000.0,79.0
All Other Banks,6067008138.0,0,4,970000.0,76.5
All Other Banks,6067008139.0,0,1,275000.0,144.0
All Other Banks,6067008140.0,1,3,825000.0,71.0
All Other Banks,6067008141.0,1,6,2090000.0,75.0
All Other Banks,6067008142.0,0,2,700000.0,156.5
All Other Banks,6067008143.0,0,3,815000.0,74.0
All Other Banks,6067008144.0,0,6,1990000.0,111.0
All Other Banks,6067008145.0,1,18,5900000.0,91.5
All Other Banks,6067008203.0,1,8,3840000.0,39.0
All Other Banks,6067008204.0,1,11,3425000.0,119.0
All Other Banks,6067008206.0,0,10,3560000.0,146.0
All Other Banks,6067008207.0,1,7,2285000.0,91.0
All Other Banks,6067008208.0,0,5,1875000.0,84.0
All Other Banks,6067008209.0,1,6,3060000.0,183.0
All Other Banks,6067008210.0,2,7,2675000.0,130.0
All Other Banks,6067008211.0,0,5,1455000.0,160.0
All Other Banks,6067008402.0,0,1,235000.0,131.0
All Other Banks,6067008403.0,0,6,1800000.0,70.0
All Other Banks,6067008404.0,0,4,1190000.0,138.0
All Other Banks,6067008501.0,1,11,4295000.0,142.0
All Other Banks,6067008504.0,0,8,2880000.0,141.0
All Other Banks,6067008505.0,0,2,520000.0,145.5
All Other Banks,6067008506.0,0,1,575000.0,110.0
All Other Banks,6067008507.0,0,5,2765000.0,135.0
All Other Banks,6067008508.0,0,29,14375000.0,150.0
All Other Banks,6067008509.0,0,7,2875000.0,82.5
All Other Banks,6067008510.0,0,5,2325000.0,147.0
All Other Banks,6067008512.0,3,10,4970000.0,136.0
All Other Banks,6067008513.0,0,6,1860000.0,154.0
All Other Banks,6067008600.0,3,16,6110000.0,105.5
All Other Banks,6067008702.0,1,7,3285000.0,174.5
All Other Banks,6067008703.0,0,5,1295000.0,111.0
All Other Banks,6067008704.0,0,7,2595000.0,113.0
All Other Banks,6067008705.0,3,34,13190000.0,116.5
All Other Banks,6067008801.0,0,7,2395000.0,78.0
All Other Banks,6067008905.0,1,6,1450000.0,70.0
